date,exp_day,amount,species,salinity,treatment,room,sediment,csum,sr
20210826,2,0,CE,5,C,310,muddy,0,1
20210826,2,2,CE,5,H,319,muddy,2,0.8333
20210827,3,6,CE,5,C,310,muddy,6,0.5
20210827,3,0,CE,5,H,319,muddy,2,0.8333
20210828,4,0,CE,5,C,310,muddy,6,0.5
20210828,4,10,CE,5,H,319,muddy,12,0
20210829,5,0,CE,5,C,310,muddy,6,0.5
20210829,5,0,CE,5,H,319,muddy,12,0
20210830,6,0,CE,5,C,310,muddy,6,0.5
20210830,6,0,CE,5,H,319,muddy,12,0
20210831,7,6,CE,5,C,310,muddy,12,0
20210831,7,0,CE,5,H,319,muddy,12,0
20210901,8,6,CE,5,C,310,muddy,12,0
20210901,8,0,CE,5,H,319,muddy,12,0
20210902,9,6,CE,5,C,310,muddy,12,0
20210902,9,0,CE,5,H,319,muddy,12,0
20210903,10,6,CE,5,C,310,muddy,12,0
20210903,10,0,CE,5,H,319,muddy,12,0
20210904,11,6,CE,5,C,310,muddy,12,0
20210904,11,0,CE,5,H,319,muddy,12,0
20210905,12,6,CE,5,C,310,muddy,12,0
20210905,12,0,CE,5,H,319,muddy,12,0
20210906,13,6,CE,5,C,310,muddy,12,0
20210906,13,0,CE,5,H,319,muddy,12,0
20210907,14,6,CE,5,C,310,muddy,12,0
20210907,14,0,CE,5,H,319,muddy,12,0
20210908,15,6,CE,5,C,310,muddy,12,0
20210908,15,0,CE,5,H,319,muddy,12,0
20210909,16,6,CE,5,C,310,muddy,12,0
20210909,16,0,CE,5,H,319,muddy,12,0
20210910,17,6,CE,5,C,310,muddy,12,0
20210910,17,0,CE,5,H,319,muddy,12,0
20210911,18,6,CE,5,C,310,muddy,12,0
20210911,18,0,CE,5,H,319,muddy,12,0
20210912,19,6,CE,5,C,310,muddy,12,0
20210912,19,0,CE,5,H,319,muddy,12,0
20210913,20,6,CE,5,C,310,muddy,12,0
20210913,20,0,CE,5,H,319,muddy,12,0
20210914,21,6,CE,5,C,310,muddy,12,0
20210914,21,0,CE,5,H,319,muddy,12,0
20210915,22,6,CE,5,C,310,muddy,12,0
20210915,22,0,CE,5,H,319,muddy,12,0
20210916,23,6,CE,5,C,310,muddy,12,0
20210916,23,0,CE,5,H,319,muddy,12,0
20210917,24,6,CE,5,C,310,muddy,12,0
20210917,24,0,CE,5,H,319,muddy,12,0
20210918,25,6,CE,5,C,310,muddy,12,0
20210918,25,0,CE,5,H,319,muddy,12,0
20210825,1,0,CE,5,C,310,sandy,0,1
20210825,1,0,CE,5,H,319,sandy,0,1
20210826,2,0,CE,5,C,310,sandy,0,1
20210826,2,4,CE,5,H,319,sandy,4,0.6667
20210827,3,2,CE,5,C,310,sandy,2,0.8333
20210827,3,2,CE,5,H,319,sandy,6,0.5
20210828,4,4,CE,5,C,310,sandy,6,0.5
20210828,4,4,CE,5,H,319,sandy,10,0.1667
20210829,5,0,CE,5,C,310,sandy,6,0.5
20210829,5,2,CE,5,H,319,sandy,12,0
20210830,6,0,CE,5,C,310,sandy,6,0.5
20210830,6,0,CE,5,H,319,sandy,12,0
20210831,7,6,CE,5,C,310,sandy,12,0
20210831,7,0,CE,5,H,319,sandy,12,0
20210901,8,6,CE,5,C,310,sandy,12,0
20210901,8,0,CE,5,H,319,sandy,12,0
20210902,9,6,CE,5,C,310,sandy,12,0
20210902,9,0,CE,5,H,319,sandy,12,0
20210903,10,6,CE,5,C,310,sandy,12,0
20210903,10,0,CE,5,H,319,sandy,12,0
20210904,11,6,CE,5,C,310,sandy,12,0
20210904,11,0,CE,5,H,319,sandy,12,0
20210905,12,6,CE,5,C,310,sandy,12,0
20210905,12,0,CE,5,H,319,sandy,12,0
20210906,13,6,CE,5,C,310,sandy,12,0
20210906,13,0,CE,5,H,319,sandy,12,0
20210907,14,6,CE,5,C,310,sandy,12,0
20210907,14,0,CE,5,H,319,sandy,12,0
20210908,15,6,CE,5,C,310,sandy,12,0
20210908,15,0,CE,5,H,319,sandy,12,0
20210909,16,6,CE,5,C,310,sandy,12,0
20210909,16,0,CE,5,H,319,sandy,12,0
20210910,17,6,CE,5,C,310,sandy,12,0
20210910,17,0,CE,5,H,319,sandy,12,0
20210911,18,6,CE,5,C,310,sandy,12,0
20210911,18,0,CE,5,H,319,sandy,12,0
20210912,19,6,CE,5,C,310,sandy,12,0
20210912,19,0,CE,5,H,319,sandy,12,0
20210913,20,6,CE,5,C,310,sandy,12,0
20210913,20,0,CE,5,H,319,sandy,12,0
20210914,21,6,CE,5,C,310,sandy,12,0
20210914,21,0,CE,5,H,319,sandy,12,0
20210915,22,6,CE,5,C,310,sandy,12,0
20210915,22,0,CE,5,H,319,sandy,12,0
20210916,23,6,CE,5,C,310,sandy,12,0
20210916,23,0,CE,5,H,319,sandy,12,0
20210917,24,6,CE,5,C,310,sandy,12,0
20210917,24,0,CE,5,H,319,sandy,12,0
20210918,25,6,CE,5,C,310,sandy,12,0
20210918,25,0,CE,5,H,319,sandy,12,0
20210825,1,0,CE,10,C,319,muddy,0,1
20210825,1,0,CE,10,H,310,muddy,0,1
20210826,2,1,CE,10,C,319,muddy,1,0.9167
20210826,2,0,CE,10,H,310,muddy,0,1
20210827,3,2,CE,10,C,319,muddy,3,0.75
20210827,3,6,CE,10,H,310,muddy,6,0.5
20210828,4,0,CE,10,C,319,muddy,3,0.75
20210828,4,3,CE,10,H,310,muddy,9,0.25
20210829,5,1,CE,10,C,319,muddy,4,0.6667
20210829,5,0,CE,10,H,310,muddy,9,0.25
20210830,6,3,CE,10,C,319,muddy,7,0.4167
20210830,6,0,CE,10,H,310,muddy,9,0.25
20210831,7,2,CE,10,C,319,muddy,9,0.25
20210831,7,3,CE,10,H,310,muddy,12,0
20210901,8,2,CE,10,C,319,muddy,11,0.0833
20210901,8,0,CE,10,H,310,muddy,12,0
20210902,9,0,CE,10,C,319,muddy,11,0.0833
20210902,9,0,CE,10,H,310,muddy,12,0
20210903,10,0,CE,10,C,319,muddy,11,0.0833
20210903,10,0,CE,10,H,310,muddy,12,0
20210904,11,0,CE,10,C,319,muddy,11,0.0833
20210904,11,0,CE,10,H,310,muddy,12,0
20210905,12,0,CE,10,C,319,muddy,11,0.0833
20210905,12,0,CE,10,H,310,muddy,12,0
20210906,13,0,CE,10,C,319,muddy,11,0.0833
20210906,13,0,CE,10,H,310,muddy,12,0
20210907,14,0,CE,10,C,319,muddy,11,0.0833
20210907,14,0,CE,10,H,310,muddy,12,0
20210908,15,0,CE,10,C,319,muddy,11,0.0833
20210908,15,0,CE,10,H,310,muddy,12,0
20210909,16,1,CE,10,C,319,muddy,12,0
20210909,16,0,CE,10,H,310,muddy,12,0
20210910,17,0,CE,10,C,319,muddy,12,0
20210910,17,0,CE,10,H,310,muddy,12,0
20210911,18,0,CE,10,C,319,muddy,12,0
20210911,18,0,CE,10,H,310,muddy,12,0
20210912,19,0,CE,10,C,319,muddy,12,0
20210912,19,0,CE,10,H,310,muddy,12,0
20210913,20,0,CE,10,C,319,muddy,12,0
20210913,20,0,CE,10,H,310,muddy,12,0
20210914,21,0,CE,10,C,319,muddy,12,0
20210914,21,0,CE,10,H,310,muddy,12,0
20210915,22,0,CE,10,C,319,muddy,12,0
20210915,22,0,CE,10,H,310,muddy,12,0
20210916,23,0,CE,10,C,319,muddy,12,0
20210916,23,0,CE,10,H,310,muddy,12,0
20210917,24,0,CE,10,C,319,muddy,12,0
20210917,24,0,CE,10,H,310,muddy,12,0
20210918,25,0,CE,10,C,319,muddy,12,0
20210918,25,0,CE,10,H,310,muddy,12,0
20210825,1,0,CE,10,C,319,sandy,0,1
20210825,1,0,CE,10,H,310,sandy,0,1
20210826,2,5,CE,10,C,319,sandy,5,0.5833
20210826,2,0,CE,10,H,310,sandy,0,1
20210827,3,0,CE,10,C,319,sandy,5,0.5833
20210827,3,5,CE,10,H,310,sandy,5,0.5833
20210828,4,2,CE,10,C,319,sandy,7,0.4167
20210828,4,5,CE,10,H,310,sandy,10,0.1667
20210829,5,1,CE,10,C,319,sandy,8,0.3333
20210829,5,0,CE,10,H,310,sandy,10,0.1667
20210830,6,0,CE,10,C,319,sandy,8,0.3333
20210830,6,0,CE,10,H,310,sandy,10,0.1667
20210831,7,1,CE,10,C,319,sandy,9,0.25
20210831,7,2,CE,10,H,310,sandy,12,0
20210901,8,0,CE,10,C,319,sandy,9,0.25
20210901,8,0,CE,10,H,310,sandy,12,0
20210902,9,0,CE,10,C,319,sandy,9,0.25
20210902,9,0,CE,10,H,310,sandy,12,0
20210903,10,0,CE,10,C,319,sandy,9,0.25
20210903,10,0,CE,10,H,310,sandy,12,0
20210904,11,0,CE,10,C,319,sandy,9,0.25
20210904,11,0,CE,10,H,310,sandy,12,0
20210905,12,2,CE,10,C,319,sandy,11,0.0833
20210905,12,0,CE,10,H,310,sandy,12,0
20210906,13,0,CE,10,C,319,sandy,11,0.0833
20210906,13,0,CE,10,H,310,sandy,12,0
20210907,14,0,CE,10,C,319,sandy,11,0.0833
20210907,14,0,CE,10,H,310,sandy,12,0
20210908,15,1,CE,10,C,319,sandy,12,0
20210908,15,0,CE,10,H,310,sandy,12,0
20210909,16,0,CE,10,C,319,sandy,12,0
20210909,16,0,CE,10,H,310,sandy,12,0
20210910,17,0,CE,10,C,319,sandy,12,0
20210910,17,0,CE,10,H,310,sandy,12,0
20210911,18,0,CE,10,C,319,sandy,12,0
20210911,18,0,CE,10,H,310,sandy,12,0
20210912,19,0,CE,10,C,319,sandy,12,0
20210912,19,0,CE,10,H,310,sandy,12,0
20210913,20,0,CE,10,C,319,sandy,12,0
20210913,20,0,CE,10,H,310,sandy,12,0
20210914,21,0,CE,10,C,319,sandy,12,0
20210914,21,0,CE,10,H,310,sandy,12,0
20210915,22,0,CE,10,C,319,sandy,12,0
20210915,22,0,CE,10,H,310,sandy,12,0
20210916,23,0,CE,10,C,319,sandy,12,0
20210916,23,0,CE,10,H,310,sandy,12,0
20210917,24,0,CE,10,C,319,sandy,12,0
20210917,24,0,CE,10,H,310,sandy,12,0
20210918,25,0,CE,10,C,319,sandy,12,0
20210918,25,0,CE,10,H,310,sandy,12,0
20210825,1,0,CE,20,C,319,muddy,0,1
20210825,1,0,CE,20,H,310,muddy,0,1
20210826,2,0,CE,20,C,319,muddy,0,1
20210826,2,0,CE,20,H,310,muddy,0,1
20210827,3,0,CE,20,C,319,muddy,0,1
20210827,3,0,CE,20,H,310,muddy,0,1
20210828,4,0,CE,20,C,319,muddy,0,1
20210828,4,0,CE,20,H,310,muddy,0,1
20210829,5,0,CE,20,C,319,muddy,0,1
20210829,5,0,CE,20,H,310,muddy,0,1
20210830,6,0,CE,20,C,319,muddy,0,1
20210830,6,1,CE,20,H,310,muddy,1,0.9167
20210831,7,0,CE,20,C,319,muddy,0,1
20210831,7,1,CE,20,H,310,muddy,2,0.8333
20210901,8,0,CE,20,C,319,muddy,0,1
20210901,8,0,CE,20,H,310,muddy,2,0.8333
20210902,9,0,CE,20,C,319,muddy,0,1
20210902,9,0,CE,20,H,310,muddy,2,0.8333
20210903,10,0,CE,20,C,319,muddy,0,1
20210903,10,2,CE,20,H,310,muddy,4,0.6667
20210904,11,0,CE,20,C,319,muddy,0,1
20210904,11,0,CE,20,H,310,muddy,4,0.6667
20210905,12,0,CE,20,C,319,muddy,0,1
20210905,12,3,CE,20,H,310,muddy,7,0.4167
20210906,13,0,CE,20,C,319,muddy,0,1
20210906,13,0,CE,20,H,310,muddy,7,0.4167
20210907,14,0,CE,20,C,319,muddy,0,1
20210907,14,0,CE,20,H,310,muddy,7,0.4167
20210908,15,0,CE,20,C,319,muddy,0,1
20210908,15,0,CE,20,H,310,muddy,7,0.4167
20210909,16,0,CE,20,C,319,muddy,0,1
20210909,16,1,CE,20,H,310,muddy,8,0.3333
20210910,17,0,CE,20,C,319,muddy,0,1
20210910,17,0,CE,20,H,310,muddy,8,0.3333
20210911,18,0,CE,20,C,319,muddy,0,1
20210911,18,0,CE,20,H,310,muddy,8,0.3333
20210912,19,1,CE,20,C,319,muddy,1,0.9167
20210912,19,0,CE,20,H,310,muddy,8,0.3333
20210913,20,0,CE,20,C,319,muddy,1,0.9167
20210913,20,0,CE,20,H,310,muddy,8,0.3333
20210914,21,0,CE,20,C,319,muddy,1,0.9167
20210914,21,1,CE,20,H,310,muddy,9,0.25
20210915,22,0,CE,20,C,319,muddy,1,0.9167
20210915,22,0,CE,20,H,310,muddy,9,0.25
20210916,23,0,CE,20,C,319,muddy,1,0.9167
20210916,23,0,CE,20,H,310,muddy,9,0.25
20210917,24,0,CE,20,C,319,muddy,1,0.9167
20210917,24,0,CE,20,H,310,muddy,9,0.25
20210918,25,1,CE,20,C,319,muddy,2,0.8333
20210918,25,1,CE,20,H,310,muddy,10,0.1667
20210825,1,0,CE,20,C,319,sandy,0,1
20210825,1,0,CE,20,H,310,sandy,0,1
20210826,2,0,CE,20,C,319,sandy,0,1
20210826,2,0,CE,20,H,310,sandy,0,1
20210827,3,0,CE,20,C,319,sandy,0,1
20210827,3,0,CE,20,H,310,sandy,0,1
20210828,4,1,CE,20,C,319,sandy,1,0.9167
20210828,4,0,CE,20,H,310,sandy,0,1
20210829,5,1,CE,20,C,319,sandy,2,0.8333
20210829,5,2,CE,20,H,310,sandy,2,0.8333
20210830,6,0,CE,20,C,319,sandy,2,0.8333
20210830,6,0,CE,20,H,310,sandy,2,0.8333
20210831,7,0,CE,20,C,319,sandy,2,0.8333
20210831,7,0,CE,20,H,310,sandy,2,0.8333
20210901,8,0,CE,20,C,319,sandy,2,0.8333
20210901,8,0,CE,20,H,310,sandy,2,0.8333
20210902,9,0,CE,20,C,319,sandy,2,0.8333
20210902,9,1,CE,20,H,310,sandy,3,0.75
20210903,10,0,CE,20,C,319,sandy,2,0.8333
20210903,10,0,CE,20,H,310,sandy,3,0.75
20210904,11,0,CE,20,C,319,sandy,2,0.8333
20210904,11,0,CE,20,H,310,sandy,3,0.75
20210905,12,0,CE,20,C,319,sandy,2,0.8333
20210905,12,1,CE,20,H,310,sandy,4,0.6667
20210906,13,0,CE,20,C,319,sandy,2,0.8333
20210906,13,1,CE,20,H,310,sandy,5,0.5833
20210907,14,0,CE,20,C,319,sandy,2,0.8333
20210907,14,1,CE,20,H,310,sandy,6,0.5
20210908,15,0,CE,20,C,319,sandy,2,0.8333
20210908,15,0,CE,20,H,310,sandy,6,0.5
20210909,16,0,CE,20,C,319,sandy,2,0.8333
20210909,16,0,CE,20,H,310,sandy,6,0.5
20210910,17,0,CE,20,C,319,sandy,2,0.8333
20210910,17,0,CE,20,H,310,sandy,6,0.5
20210911,18,0,CE,20,C,319,sandy,2,0.8333
20210911,18,0,CE,20,H,310,sandy,6,0.5
20210912,19,1,CE,20,C,319,sandy,3,0.75
20210912,19,0,CE,20,H,310,sandy,6,0.5
20210913,20,0,CE,20,C,319,sandy,3,0.75
20210913,20,0,CE,20,H,310,sandy,6,0.5
20210914,21,0,CE,20,C,319,sandy,3,0.75
20210914,21,0,CE,20,H,310,sandy,6,0.5
20210915,22,0,CE,20,C,319,sandy,3,0.75
20210915,22,0,CE,20,H,310,sandy,6,0.5
20210916,23,0,CE,20,C,319,sandy,3,0.75
20210916,23,0,CE,20,H,310,sandy,6,0.5
20210917,24,0,CE,20,C,319,sandy,3,0.75
20210917,24,1,CE,20,H,310,sandy,7,0.4167
20210918,25,0,CE,20,C,319,sandy,3,0.75
20210918,25,0,CE,20,H,310,sandy,6,0.5
20210825,1,0,CE,30,C,310,muddy,0,1
20210825,1,0,CE,30,H,319,muddy,0,1
20210826,2,0,CE,30,C,310,muddy,0,1
20210826,2,0,CE,30,H,319,muddy,0,1
20210827,3,0,CE,30,C,310,muddy,0,1
20210827,3,0,CE,30,H,319,muddy,0,1
20210828,4,0,CE,30,C,310,muddy,0,1
20210828,4,1,CE,30,H,319,muddy,1,1
20210829,5,0,CE,30,C,310,muddy,0,1
20210829,5,0,CE,30,H,319,muddy,0,1
20210830,6,0,CE,30,C,310,muddy,0,1
20210830,6,0,CE,30,H,319,muddy,0,1
20210831,7,1,CE,30,C,310,muddy,1,0.9167
20210831,7,1,CE,30,H,319,muddy,1,0.9167
20210901,8,0,CE,30,C,310,muddy,1,0.9167
20210901,8,0,CE,30,H,319,muddy,1,0.9167
20210902,9,0,CE,30,C,310,muddy,1,0.9167
20210902,9,0,CE,30,H,319,muddy,1,0.9167
20210903,10,0,CE,30,C,310,muddy,1,0.9167
20210903,10,0,CE,30,H,319,muddy,1,0.9167
20210904,11,1,CE,30,C,310,muddy,2,0.8333
20210904,11,0,CE,30,H,319,muddy,1,0.9167
20210905,12,0,CE,30,C,310,muddy,2,0.8333
20210905,12,0,CE,30,H,319,muddy,1,0.9167
20210906,13,1,CE,30,C,310,muddy,3,0.75
20210906,13,0,CE,30,H,319,muddy,1,0.9167
20210907,14,0,CE,30,C,310,muddy,3,0.75
20210907,14,0,CE,30,H,319,muddy,1,0.9167
20210908,15,0,CE,30,C,310,muddy,3,0.75
20210908,15,0,CE,30,H,319,muddy,1,0.9167
20210909,16,0,CE,30,C,310,muddy,3,0.75
20210909,16,0,CE,30,H,319,muddy,1,0.9167
20210910,17,0,CE,30,C,310,muddy,3,0.75
20210910,17,0,CE,30,H,319,muddy,1,0.9167
20210911,18,0,CE,30,C,310,muddy,3,0.75
20210911,18,0,CE,30,H,319,muddy,1,0.9167
20210912,19,0,CE,30,C,310,muddy,3,0.75
20210912,19,1,CE,30,H,319,muddy,2,0.8333
20210913,20,0,CE,30,C,310,muddy,3,0.75
20210913,20,0,CE,30,H,319,muddy,2,0.8333
20210914,21,0,CE,30,C,310,muddy,3,0.75
20210914,21,0,CE,30,H,319,muddy,2,0.8333
20210915,22,0,CE,30,C,310,muddy,3,0.75
20210915,22,0,CE,30,H,319,muddy,2,0.8333
20210916,23,0,CE,30,C,310,muddy,3,0.75
20210916,23,0,CE,30,H,319,muddy,2,0.8333
20210917,24,0,CE,30,C,310,muddy,3,0.75
20210917,24,0,CE,30,H,319,muddy,2,0.8333
20210918,25,0,CE,30,C,310,muddy,3,0.75
20210918,25,0,CE,30,H,319,muddy,2,0.8333
20210825,1,0,CE,30,C,310,sandy,0,1
20210825,1,0,CE,30,H,319,sandy,0,1
20210826,2,0,CE,30,C,310,sandy,0,1
20210826,2,0,CE,30,H,319,sandy,0,1
20210827,3,0,CE,30,C,310,sandy,0,1
20210827,3,0,CE,30,H,319,sandy,0,1
20210828,4,0,CE,30,C,310,sandy,0,1
20210828,4,0,CE,30,H,319,sandy,0,1
20210829,5,0,CE,30,C,310,sandy,0,1
20210829,5,0,CE,30,H,319,sandy,0,1
20210830,6,0,CE,30,C,310,sandy,0,1
20210830,6,0,CE,30,H,319,sandy,0,1
20210831,7,0,CE,30,C,310,sandy,0,1
20210831,7,0,CE,30,H,319,sandy,0,1
20210901,8,0,CE,30,C,310,sandy,0,1
20210901,8,0,CE,30,H,319,sandy,0,1
20210902,9,0,CE,30,C,310,sandy,0,1
20210902,9,0,CE,30,H,319,sandy,0,1
20210903,10,0,CE,30,C,310,sandy,0,1
20210903,10,0,CE,30,H,319,sandy,0,1
20210904,11,0,CE,30,C,310,sandy,0,1
20210904,11,0,CE,30,H,319,sandy,0,1
20210905,12,0,CE,30,C,310,sandy,0,1
20210905,12,0,CE,30,H,319,sandy,0,1
20210906,13,0,CE,30,C,310,sandy,0,1
20210906,13,0,CE,30,H,319,sandy,0,1
20210907,14,0,CE,30,C,310,sandy,0,1
20210907,14,1,CE,30,H,319,sandy,1,0.9167
20210908,15,0,CE,30,C,310,sandy,0,1
20210908,15,0,CE,30,H,319,sandy,1,0.9167
20210909,16,0,CE,30,C,310,sandy,0,1
20210909,16,0,CE,30,H,319,sandy,1,0.9167
20210910,17,0,CE,30,C,310,sandy,0,1
20210910,17,0,CE,30,H,319,sandy,1,0.9167
20210911,18,0,CE,30,C,310,sandy,0,1
20210911,18,0,CE,30,H,319,sandy,1,0.9167
20210912,19,0,CE,30,C,310,sandy,0,1
20210912,19,0,CE,30,H,319,sandy,1,0.9167
20210913,20,0,CE,30,C,310,sandy,0,1
20210913,20,0,CE,30,H,319,sandy,1,0.9167
20210914,21,0,CE,30,C,310,sandy,0,1
20210914,21,0,CE,30,H,319,sandy,1,0.9167
20210915,22,0,CE,30,C,310,sandy,0,1
20210915,22,0,CE,30,H,319,sandy,1,0.9167
20210916,23,0,CE,30,C,310,sandy,0,1
20210916,23,1,CE,30,H,319,sandy,2,0.8333
20210917,24,0,CE,30,C,310,sandy,0,1
20210917,24,0,CE,30,H,319,sandy,2,0.8333
20210918,25,0,CE,30,C,310,sandy,0,1
20210918,25,0,CE,30,H,319,sandy,2,0.8333